Time [d] (1.col)    z [m] (1.row)    Absorption [m-1] (rest)
1
 5613.0000 0.594
 5644.0000 0.570
 5674.0000 0.751
 5705.0000 0.890
 5736.0000 0.614
 5766.0000 0.441
 5797.0000 0.381
 5827.0000 0.414
 5858.0000 0.642
 5889.0000 0.475
 5917.0000 0.541
 5948.0000 0.609
 5978.0000 0.594
 6009.0000 0.570
 6039.0000 0.751
 6070.0000 0.890
 6101.0000 0.614
 6131.0000 0.441
 6162.0000 0.381
 6192.0000 0.414
 6223.0000 0.642
 6254.0000 0.475
 6282.0000 0.541
 6313.0000 0.609
 6343.0000 0.594
 6374.0000 0.570
 6404.0000 0.751
 6435.0000 0.890
 6466.0000 0.614
 6496.0000 0.441
 6527.0000 0.381
 6557.0000 0.414
 6588.0000 0.642
 6593.5000 0.327
 6619.0000 0.475
 6633.5000 1.308
 6647.0000 0.541
 6662.5000 0.531
 6678.0000 0.609
 6684.5000 0.531
 6704.5000 0.850
 6708.0000 0.594
 6739.0000 0.570
 6742.5000 0.340
 6769.0000 0.751
 6774.5000 0.680
 6800.0000 0.890
 6803.5000 0.680
 6831.0000 0.614
 6831.5000 0.654
 6851.5000 0.486
 6861.0000 0.441
 6889.5000 0.472
 6892.0000 0.381
 6922.0000 0.414
 6922.5000 0.567
 6953.0000 0.642
 6957.5000 0.378
 6984.0000 0.475
 6990.5000 0.680
 7013.0000 0.541
 7019.5000 0.567
 7044.0000 0.609
 7048.5000 0.773
 7074.0000 0.594
 7076.5000 0.283
 7105.0000 0.570
 7116.5000 0.531
 7135.0000 0.751
 7145.5000 0.895
 7166.0000 0.890
 7167.5000 0.607
 7197.0000 0.614
 7202.5000 0.773
 7221.5000 0.567
 7227.0000 0.441
 7256.5000 0.378
 7258.0000 0.381
 7279.5000 0.283
 7288.0000 0.414
 7319.0000 0.642
 7321.5000 0.654
 7350.0000 0.475
 7355.5000 0.486
 7378.0000 0.541
 7390.5000 1.133
 7409.0000 0.609
 7419.5000 0.607
 7439.0000 0.594
 7453.5000 0.486
 7470.0000 0.570
 7482.5000 0.425
 7500.0000 0.751
 7510.5000 1.417
 7531.0000 0.890
 7537.5000 1.308
 7562.0000 0.614
 7568.5000 0.472
 7592.0000 0.441
 7593.5000 0.586
 7623.0000 0.381
 7629.5000 0.362
 7641.5000 0.243
 7653.0000 0.414
 7684.0000 0.642
 7692.5000 0.283
 7715.0000 0.475
 7727.5000 0.425
 7743.0000 0.541
 7755.5000 0.447
 7774.0000 0.609
 7776.5000 0.773
 7802.5000 0.944
 7804.0000 0.594
 7835.0000 0.570
 7837.5000 1.000
 7865.0000 0.751
 7872.5000 1.062
 7896.0000 0.890
 7900.5000 0.654
 7927.0000 0.614
 7929.5000 0.395
 7957.0000 0.441
 7959.5000 0.378
 7988.0000 0.381
 7993.5000 0.340
 8018.0000 0.414
 8021.5000 0.515
 8049.0000 0.642
 8057.5000 0.333
 8080.0000 0.475
 8083.5000 0.395
 8108.0000 0.541
 8113.5000 0.447
 8139.0000 0.609
 8140.5000 0.567
 8169.0000 0.594
 8169.5000 1.214
 8197.5000 0.607
 8200.0000 0.570
 8216.5000 0.630
 8230.0000 0.751
 8259.5000 0.739
 8261.0000 0.890
 8281.5000 0.739
 8292.0000 0.614
 8322.0000 0.441
 8323.5000 0.447
 8351.5000 0.333
 8353.0000 0.381
 8377.5000 0.378
 8383.0000 0.414
 8414.0000 0.642
 8414.5000 0.515
 8445.0000 0.475
 8448.5000 0.630
 8474.0000 0.541
 8477.5000 0.531
 8505.0000 0.609
 8505.5000 0.607
 8533.5000 0.567
 8535.0000 0.594
 8560.5000 0.548
 8566.0000 0.570
 8589.5000 0.567
 8596.0000 0.751
 8623.5000 0.773
 8627.0000 0.890
 8652.5000 0.680
 8658.0000 0.614
 8686.5000 0.415
 8688.0000 0.441
 8715.5000 0.333
 8719.0000 0.381
 8743.5000 0.354
 8749.0000 0.414
 8778.5000 0.266
 8780.0000 0.642
 8811.0000 0.475
 8813.5000 0.447
 8839.0000 0.541
 8841.5000 0.378
 8868.5000 0.548
 8870.0000 0.609
 8900.0000 0.594
 8903.5000 0.680
 8931.0000 0.570
 8960.5000 0.654
 8961.0000 0.751
 8987.5000 0.895
 8992.0000 0.890
 9023.0000 0.614
 9023.5000 0.680
 9050.5000 0.486
 9053.0000 0.441
